x,sample,Patient,id,CellType,Epi,seurat_clusters,subtype,IM,BL1,MSL,M,BL2,LAR
PT084_P1_G12,1044,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H01,1045,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H02,1046,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H03,1047,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H04,1048,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H05,1049,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H06,1050,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H07,1051,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H08,1052,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H09,1053,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H10,1054,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H11,1055,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_H12,1056,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A01_S193,1057,PT084,P8,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A02_S194,1058,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A03_S195,1059,PT084,P8,Epithelial,Epithelial,1,BL2,0.111286386,0.012705585,-0.052675705,-0.128832034,0.057322737,0.004134889
PT084_P8_A04_S196,1060,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A05_S197,1061,PT084,P8,Epithelial,Epithelial,11,LAR,0.176737737,-0.068233491,-0.150607082,-0.278169693,0.022648916,0.200601952
PT084_P8_A06_S198,1062,PT084,P8,Epithelial,Epithelial,11,LAR,0.229598271,-0.067775576,-0.224282236,-0.35851308,0.016725016,0.263541313
PT084_P8_A07_S199,1063,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A08_S200,1064,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A09_S201,1065,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_A10_S202,1066,PT084,P8,Epithelial,Epithelial,11,LAR,-0.076109923,-0.159360823,-0.186599354,-0.057374263,0.090374168,0.32564959
PT084_P8_A11_S203,1067,PT084,P8,Epithelial,Epithelial,11,LAR,0.004936511,-0.033250087,-0.161595287,-0.12380423,0.075053346,0.192602658
PT084_P8_A12_S204,1068,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B01_S205,1069,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B02_S206,1070,PT084,P8,Epithelial,Epithelial,11,LAR,0.153849368,-0.020502786,-0.227934234,-0.273559031,0.008673231,0.255437674
PT084_P8_B03_S207,1071,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B04_S208,1072,PT084,P8,Epithelial,Epithelial,1,BL2,0.005075541,-0.011426667,0.014271764,-0.010921106,0.064105559,0.014965724
PT084_P8_B05_S209,1073,PT084,P8,Epithelial,Epithelial,7,LAR,0.007527132,-0.063640614,-0.02711576,-0.149889397,0.154786308,0.15977223
PT084_P8_B06_S210,1074,PT084,P8,Epithelial,Epithelial,11,LAR,0.010596439,-0.09930668,-0.116914912,-0.112767416,-0.092629499,0.33761092
PT084_P8_B07_S211,1075,PT084,P8,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B08_S212,1076,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B09_S213,1077,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_B10_S214,1078,PT084,P8,Epithelial,Epithelial,1,BL2,0.08340897,-0.065623424,0.050364169,-0.054550687,0.027685363,-0.044008056
PT084_P8_B11_S215,1079,PT084,P8,Epithelial,Epithelial,11,LAR,-0.036010401,-0.077504851,-0.140719008,-0.04656668,0.062416832,0.209620981
PT084_P8_B12_S216,1080,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_C01_S217,1081,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_C02_S218,1082,PT084,P8,Epithelial,Epithelial,11,LAR,0.042991737,-0.111586446,-0.0683288,-0.11841353,0.06597719,0.168239245
PT084_P8_C03_S219,1083,PT084,P8,Epithelial,Epithelial,7,LAR,0.012244382,-0.167907012,-0.123538228,-0.115794058,0.158171215,0.277279845
PT084_P8_C04_S220,1084,PT084,P8,Epithelial,Epithelial,11,LAR,-0.066776785,-0.109298578,-0.179219171,-0.032810021,0.080324616,0.273026651
PT084_P8_C05_S221,1085,PT084,P8,Epithelial,Epithelial,11,LAR,-0.020672133,-0.043013591,-0.109317351,-0.058327865,0.057693168,0.141469074
PT084_P8_C06_S222,1086,PT084,P8,Epithelial,Epithelial,11,LAR,-0.032333696,-0.06700501,-0.102247684,0.000231874,0.055355817,0.076726908
PT084_P8_C07_S223,1087,PT084,P8,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT084_P8_C08_S224,1088,PT084,P8,Epithelial,Epithelial,11,LAR,-0.053900231,-0.110303578,-0.187914343,-0.049649021,0.069222563,0.290978298
PT084_P8_C09_S225,1089,PT084,P8,Epithelial,Epithelial,4,BL1,0.069384429,0.046808586,-0.00950474,-0.065966881,-0.049634687,0.005209353
PT084_P8_C10_S226,1090,PT084,P8,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P8_C11_S227,1091,PT084,P8,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P8_C12_S228,1092,PT084,P8,Epithelial,Epithelial,11,LAR,-0.043184607,0.017553946,-0.220146451,-0.126844374,-0.042122284,0.218597148
PT084_P8_D01_S229,1093,PT084,P8,Epithelial,Epithelial,11,LAR,-0.033417226,-0.111181711,-0.161940378,-0.078000984,0.15039485,0.248672954
PT084_P8_D02_S230,1094,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D03_S231,1095,PT084,P8,Epithelial,Epithelial,1,BL2,0.121062689,0.00866143,-0.009964712,-0.165241694,0.081593462,-0.025422603
PT084_P8_D04_S232,1096,PT084,P8,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D05_S233,1097,PT084,P8,Epithelial,Epithelial,11,LAR,-0.094609089,-0.141909449,-0.103779013,-0.083893963,0.119002512,0.219474215
PT084_P8_D06_S234,1098,PT084,P8,Epithelial,Epithelial,11,LAR,-0.066487208,-0.155605729,-0.095959313,-0.067799987,-0.027754573,0.263768654
PT084_P8_D07_S235,1099,PT084,P8,Epithelial,Epithelial,11,LAR,0.113152151,0.057576828,-0.223601845,-0.225887842,0.045986648,0.099697306
PT084_P8_D08_S236,1100,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D09_S237,1101,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D10_S238,1102,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D11_S239,1103,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_D12_S240,1104,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E01_S241,1105,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E02_S242,1106,PT084,P8,Epithelial,Epithelial,10,BL1,-0.018773742,0.118683522,-0.003081986,-0.030346664,-0.042658805,-0.058795929
PT084_P8_E03_S243,1107,PT084,P8,Epithelial,Epithelial,11,LAR,-0.011313581,-0.097490249,-0.087372272,-0.113352725,0.057070825,0.173055511
PT084_P8_E04_S244,1108,PT084,P8,Epithelial,Epithelial,11,LAR,-0.053926071,-0.081486557,-0.095662834,-0.060443469,0.007677488,0.170565493
PT084_P8_E05_S245,1109,PT084,P8,Epithelial,Epithelial,7,LAR,-0.08714303,-0.050500214,-0.094273729,-0.033439952,-0.001508235,0.12626578
PT084_P8_E06_S246,1110,PT084,P8,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E07_S247,1111,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E08_S248,1112,PT084,P8,Epithelial,Epithelial,11,BL2,0.0632262,-0.04056152,-0.140462113,-0.167327794,0.158590249,0.124993966
PT084_P8_E09_S249,1113,PT084,P8,Epithelial,Epithelial,11,LAR,-0.023956833,-0.078517222,-0.162077983,-0.134676263,0.007478332,0.26406007
PT084_P8_E10_S250,1114,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E11_S251,1115,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_E12_S252,1116,PT084,P8,Epithelial,Epithelial,11,LAR,-0.111692579,-0.090660241,-0.074007105,-0.044535708,0.077527972,0.24060568
PT084_P8_F01_S253,1117,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F02_S254,1118,PT084,P8,Epithelial,Epithelial,11,LAR,-0.017277091,-0.049102486,-0.080569493,-0.061370378,0.10274657,0.144169614
PT084_P8_F03_S255,1119,PT084,P8,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F04_S256,1120,PT084,P8,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F05_S257,1121,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F06_S258,1122,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F07_S259,1123,PT084,P8,Epithelial,Epithelial,11,LAR,-0.0265506,-0.11017012,-0.158991342,-0.1023159,0.094801326,0.297021623
PT084_P8_F08_S260,1124,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F09_S261,1125,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_F10_S262,1126,PT084,P8,Epithelial,Epithelial,1,BL2,-0.04651062,0.016680746,0.011806368,0.032788646,0.059474394,0.046620423
PT084_P8_F11_S263,1127,PT084,P8,Epithelial,Epithelial,1,BL2,-0.010684915,-0.101950501,-0.01305181,-0.001921867,0.067042342,0.027020072
PT084_P8_F12_S264,1128,PT084,P8,Epithelial,Epithelial,1,BL2,0.140101794,-0.05862075,0.057035471,-0.181175232,0.022522439,0.017051137
PT084_P8_G01_S265,1129,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G02_S266,1130,PT084,P8,Epithelial,Epithelial,11,LAR,0.014523189,-0.082873097,-0.143713395,-0.131376896,0.088195054,0.262514271
PT084_P8_G03_S267,1131,PT084,P8,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G04_S268,1132,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G05_S269,1133,PT084,P8,Epithelial,Epithelial,11,LAR,0.085141977,-0.057661115,-0.144902999,-0.128265371,0.056124551,0.15232484
PT084_P8_G06_S270,1134,PT084,P8,Epithelial,Epithelial,11,LAR,0.187212443,-0.058709898,-0.154340265,-0.263310751,0.046806616,0.07526124
PT084_P8_G07_S271,1135,PT084,P8,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G08_S272,1136,PT084,P8,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G09_S273,1137,PT084,P8,Epithelial,Epithelial,11,BL2,0.028580268,-0.036934543,-0.135319103,-0.108946964,0.091343608,0.053767454
PT084_P8_G10_S274,1138,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_G11_S275,1139,PT084,P8,Epithelial,Epithelial,11,LAR,-0.03738682,-0.066707693,-0.167745186,-0.066179053,0.062440788,0.214264635
PT084_P8_G12_S276,1140,PT084,P8,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P8_H01_S277,1141,PT084,P8,Epithelial,Epithelial,11,LAR,-0.027580523,-0.023388777,-0.142104817,-0.06020799,0.054736149,0.17540496
PT084_P8_H02_S278,1142,PT084,P8,Epithelial,Epithelial,7,LAR,0.0658409,0.003716326,-0.142549306,-0.173990894,-0.006216138,0.108821062
PT084_P8_H03_S279,1143,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_H04_S280,1144,PT084,P8,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P8_H05_S281,1145,PT084,P8,Epithelial,Epithelial,1,BL2,0.070943647,-0.046143198,0.03325036,-0.113404646,0.036622036,0.022979506
PT084_P8_H06_S282,1146,PT084,P8,Epithelial,Epithelial,11,LAR,-0.092466031,0.004050978,-0.097374262,0.017247315,0.064457167,0.194444292
PT084_P8_H07_S283,1147,PT084,P8,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P8_H08_S284,1148,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT084_P8_H09_S285,1149,PT084,P8,Epithelial,Epithelial,1,LAR,-0.014355635,-0.023708739,-0.086638147,-0.045568678,-0.016994166,0.016977706
PT084_P8_H10_S286,1150,PT084,P8,Epithelial,Epithelial,1,LAR,0.086760432,-0.108162631,-0.053578695,-0.21443615,0.035539827,0.09840944
PT084_P8_H11_S287,1151,PT084,P8,Epithelial,Epithelial,11,LAR,-0.005392606,-0.040311806,-0.109509313,-0.103103684,-0.04866014,0.187779006
PT084_P8_H12_S288,1152,PT084,P8,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT126_P7_A03_S99,1153,PT126,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT126_P3_A01_S1,1154,PT126,P3,Epithelial,Epithelial,1,BL1,0.176772493,0.107901067,-0.07976677,-0.149164679,0.024063088,-0.008195517
PT126_P3_A02_S2,1155,PT126,P3,Epithelial,Epithelial,4,BL1,0.006263024,0.093233693,-0.040173659,-0.022668804,-0.128858306,-0.023939861
PT126_P3_A03_S3,1156,PT126,P3,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT126_P3_A04_S4,1157,PT126,P3,Epithelial,Epithelial,5,LAR,0.1294152,-0.017089675,-0.038927618,-0.088564247,-0.04113793,0.03178758
PT126_P3_A05_S5,1158,PT126,P3,Epithelial,Epithelial,1,BL1,0.041700455,0.076236286,-0.115330597,-0.035460059,0.075359864,-0.057229921
PT126_P3_A06_S6,1159,PT126,P3,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT126_P3_A07_S7,1160,PT126,P3,Epithelial,Epithelial,1,BL1,0.103991115,0.01773252,-0.074129854,-0.083572187,0.010072716,-0.010837715
PT126_P3_A08_S8,1161,PT126,P3,Epithelial,Epithelial,5,BL1,0.127033894,0.023114179,-0.002997047,-0.105070204,-0.064532773,0.018272733
PT126_P3_A09_S9,1162,PT126,P3,Epithelial,Epithelial,4,UNS,0.052421391,-0.03385951,0.038551771,-0.052667941,-0.052450365,-0.002465443
PT126_P3_A10_S10,1163,PT126,P3,Epithelial,Epithelial,1,BL1,0.04102426,0.177906155,-0.120610643,0.010559463,-0.060076054,-0.05900185
PT126_P3_A11_S11,1164,PT126,P3,Epithelial,Epithelial,1,BL1,0.05304547,0.103415831,-0.125999314,-0.073955579,0.052753086,-0.032471191
PT126_P3_A12_S12,1165,PT126,P3,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT126_P3_B01_S13,1166,PT126,P3,Epithelial,Epithelial,5,LAR,0.142247087,0.010166129,-0.011918322,-0.142769061,-0.065949026,0.042647795
PT126_P3_B02_S14,1167,PT126,P3,Epithelial,Epithelial,5,BL1,0.062371019,0.098404145,-0.059935529,0.004092279,-0.178665636,-0.031947879
PT126_P3_B03_S15,1168,PT126,P3,Epithelial,Epithelial,4,LAR,0.057366655,0.003951555,0.007925241,-0.074650852,-0.055548712,0.057631953
PT126_P3_B04_S16,1169,PT126,P3,Epithelial,Epithelial,1,BL1,-0.026645909,0.345751167,-0.237988638,0.042628041,0.013905686,-0.133523927
PT126_P3_B05_S17,1170,PT126,P3,Epithelial,Epithelial,1,BL1,0.014166653,0.074847854,-0.054986829,-0.018153029,0.025178141,0.016155877
PT126_P3_B06_S18,1171,PT126,P3,Epithelial,Epithelial,1,BL1,-0.068995465,0.32953648,-0.248942816,0.044554353,0.006730422,-0.133428333
PT126_P3_B07_S19,1172,PT126,P3,Epithelial,Epithelial,1,BL1,0.045514034,0.142762874,-0.071381349,-0.029310447,0.045324944,-0.049780847
PT126_P3_B08_S20,1173,PT126,P3,Epithelial,Epithelial,5,BL1,0.069114642,0.035904828,-0.021749576,-0.045063576,-0.014920707,-0.0124078
PT126_P3_B09_S21,1174,PT126,P3,Epithelial,Epithelial,1,BL1,0.103449482,0.103166843,-0.051898236,-0.072232479,-0.084125989,-0.028626026
PT126_P3_B10_S22,1175,PT126,P3,Epithelial,Epithelial,1,BL1,0.011450849,0.354491952,-0.287356023,0.080866673,-0.052293896,-0.087159169
PT126_P3_B11_S23,1176,PT126,P3,Epithelial,Epithelial,1,BL1,-0.017438644,0.294979711,-0.187171567,0.093889477,-0.141972984,-0.127286476
PT126_P3_B12_S24,1177,PT126,P3,Epithelial,Epithelial,1,BL1,-0.043024831,0.216045316,-0.118840263,0.06311476,0.08233928,-0.103034128
PT126_P3_C01_S25,1178,PT126,P3,Epithelial,Epithelial,1,BL1,-0.058041325,0.437614026,-0.298691055,0.113472424,-0.174080101,-0.136550071
PT126_P3_C02_S26,1179,PT126,P3,Epithelial,Epithelial,1,BL1,-0.016336478,0.156303306,-0.108312469,-0.003021027,0.026730312,-0.073042705
PT126_P3_C03_S27,1180,PT126,P3,Epithelial,Epithelial,4,BL1,0.043705164,0.025937185,-0.069343595,-0.059221252,-0.035849609,0.012382322
PT126_P3_C04_S28,1181,PT126,P3,Epithelial,Epithelial,1,BL1,0.087665881,0.209118434,-0.168251242,-0.084866875,-0.080709792,-0.067773163
PT126_P3_C05_S29,1182,PT126,P3,Epithelial,Epithelial,1,BL1,0.036606756,0.236265831,-0.1455233,-0.014603792,-0.042569546,-0.085848416
PT126_P3_C06_S30,1183,PT126,P3,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT126_P3_C07_S31,1184,PT126,P3,Epithelial,Epithelial,1,BL1,0.102820697,0.309210002,-0.275764375,-0.049246074,-0.04473016,-0.096200933
PT126_P3_C08_S32,1185,PT126,P3,Epithelial,Epithelial,1,BL2,0.041961526,0.023979929,-0.052131935,-0.02963305,0.050707807,-0.001630653
PT126_P3_C09_S33,1186,PT126,P3,Epithelial,Epithelial,1,BL2,0.099334062,0.065388388,-0.061737546,-0.118226839,0.073367957,-0.041452022
PT126_P3_C10_S34,1187,PT126,P3,Epithelial,Epithelial,1,BL1,-0.055266839,0.39930718,-0.268777298,0.060866856,-0.039856749,-0.132449034
PT126_P3_C11_S35,1188,PT126,P3,Epithelial,Epithelial,1,BL1,0.021108874,0.098164973,-0.121223486,-0.021057095,0.076123384,-0.051391234
PT126_P3_C12_S36,1189,PT126,P3,Epithelial,Epithelial,1,BL1,0.053400615,0.069509357,-0.057582483,-0.08888082,0.052705004,-0.025044372
PT126_P3_D01_S37,1190,PT126,P3,Epithelial,Epithelial,1,BL1,0.090934475,0.072741165,-0.022489417,-0.030648221,-0.056784565,0.02000616
PT126_P3_D02_S38,1191,PT126,P3,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT126_P3_D03_S39,1192,PT126,P3,Epithelial,Epithelial,4,LAR,0.075456776,-0.031915262,0.000235719,-0.013984709,-0.049597756,0.029375964
