,HS578T_BREAST,HCC1937_BREAST,DU4475_BREAST,BT549_BREAST,HCC1143_BREAST,MDAMB436_BREAST,MDAMB157_BREAST,HCC1806_BREAST,HCC1395_BREAST,HMC18_BREAST,MDAMB231_BREAST,MDAMB468_BREAST,CAL51_BREAST,MDAMB453_BREAST 
ARL5B_221079.,0.13074149,0.055905849,0.157182328,0.096647436,0.216124717,0.092416064,0.12312466,0.102198616,0.097404583,0.110978271,0.147011402,0.095883411,0.028638783,0.196622123
ARL5C_390790.,-0.072870395,-0.071659085,-0.284257392,-0.18416968,-0.182186483,-0.043552663,-0.079953663,-0.087375394,-0.129490549,-0.16258047,-0.153960472,0.001184552,-0.194937041,-0.070800441
ARL6_84100.,0.115561506,0.012399919,0.027524546,0.141824576,0.020733266,0.05290607,0.118548766,0.122588566,0.059466559,0.062470417,0.078147867,0.028120236,0.020970757,0.175062204
ARL6IP1_23204.,0.077258616,0.129224476,0.02617554,0.078534388,0.072474732,-0.010959135,0.017499988,0.01361297,-0.040797933,-0.013988138,0.084693763,0.115531376,-0.006920499,0.09198138
ARL6IP5_10550.,-0.073404058,-0.108170327,-0.193137701,0.027910388,-0.022776665,-0.196034149,-0.015394258,-0.07243291,-0.060066101,-0.088051871,0.05243518,-0.114790888,-0.12022955,-0.113283168
ARL6IP6_151188.,0.009201742,-0.275066662,-0.04520397,0.025580361,-0.05835661,0.063198343,0.038265654,-0.021271973,-0.105707674,-0.094869321,-0.140114517,-0.072797705,-0.162069847,-0.015173981
ARL8A_127829.,-0.072484354,-0.048906303,0.150578543,-0.026129614,0.071970126,-0.118933342,0.135748039,0.010949515,-0.083535604,-0.063662986,-0.078411994,-0.178558208,-0.033691756,-0.193367569
ARL8B_55207.,-0.082876501,-0.088580826,-0.12639832,-0.296758874,0.006561773,-0.084692485,-0.14305083,-0.079155778,-0.142274335,-0.2802242,-0.220464612,-0.134905093,-0.368639731,-0.2358869
ARL9_132946.,0.073561627,-0.079322097,-0.124179546,0.025428517,-0.281547356,-0.020117978,-0.064220446,-0.017182959,0.005660436,0.028550484,-0.144885563,-0.068273222,-0.014782331,0.017076039
ARMC1_55156.,0.176348934,0.311905681,0.305732929,0.086912564,0.245489941,-0.038247597,0.192387819,0.207642976,0.164223451,0.089244686,0.269709233,0.17917339,0.224057535,0.074422507
ARMC10_83787.,-0.109863335,-0.146436305,-0.42907083,-0.162405793,-0.153980314,-0.356290298,-0.28293305,-0.063199458,-0.284614221,-0.10591253,-0.114901882,-0.159655002,-0.016849201,-0.049068659
ARMC12_221481.,-0.090259712,-0.261147741,-0.362627303,-0.015458572,-0.481057319,-0.029148726,-0.247570279,-0.112744202,-0.130066116,-0.16459062,-0.477053667,-0.100019842,-0.070503823,-0.176758926
ARMC2_84071.,-0.053352691,-0.120034291,-0.189989861,0.015838572,-0.022479056,-0.187545349,0.071354105,0.072660503,-0.073053306,-0.054854547,0.071470027,0.140451591,-0.048044833,-0.112070466
ARMC3_219681.,-0.061864644,-0.030566604,0.118790353,-0.07211776,0.042267816,0.058385876,0.077906334,-0.010264323,0.102283875,0.038157893,0.026781639,-0.045294112,0.14712638,0.022472647
ARMC4_55130.,-0.124768472,-0.053111984,0.035410293,0.051007671,0.286379666,-0.061472314,0.138283784,0.057104818,0.067409726,-0.011929461,0.143431,0.128888153,0.018942242,0.165415452
ARMC5_79798.,-0.79970728,-0.198252336,-0.300626919,-0.384897252,-0.06086259,-0.300919425,-0.162971718,-0.35312119,-0.317947673,-0.846577336,-0.392235953,-0.849152375,-0.194622057,-0.311758228
ARMC6_93436.,-0.355091865,-0.29601418,-0.378839557,-0.287234208,-0.500121285,-0.289627882,-0.222076267,-0.220597495,-0.241370654,-0.430552856,-0.320535068,-0.372033584,-0.512366034,-0.324159468
ARMC7_79637.,-1.445460643,-0.657286518,-0.584871104,-1.162648824,-1.085835158,-1.303015827,-0.723468634,-1.051993921,-0.993717818,-1.123745339,-0.849154096,-1.137360628,-1.198969401,-1.167004667
ARMC8_25852.,0.127383554,0.094884778,0.046610071,0.007524386,0.022023249,0.05455102,0.042235097,0.104520442,0.046970282,0.114645286,0.071494081,0.07322361,0.068602579,0.11705991
ARMC9_80210.,-0.057130936,-0.166566656,0.133372622,0.012160631,-0.046693409,-0.071375781,-0.110233244,-0.06678318,-0.090441792,-0.071718926,-0.038828695,0.001829025,0.144586034,-0.021576075
ARMS2_387715.,0.069541077,-0.00749766,0.141253221,-0.048805826,0.055405883,0.04002967,0.060666957,0.052992852,0.101662698,0.047885352,0.05054362,0.124703291,-0.028069031,0.018305123
ARNT_405.,0.085938909,-0.086104525,-0.107783105,-0.199721543,-0.071252793,0.06804325,0.062405044,0.10774059,-0.033993737,-0.104484742,0.822442305,-0.105552588,0.068476757,-0.069339078
ARNT2_9915.,0.143480989,0.019757189,-0.042633656,0.10516851,0.122407435,-0.004126385,0.069599271,0.068074061,0.077162206,0.036958279,0.128837563,0.048226423,0.129487273,0.010821075
ARNTL_406.,-0.018236395,-0.080058908,-0.26370713,-0.005754934,-0.045371596,-0.097140944,0.048631914,-0.055925816,-0.039749086,-0.050468267,-0.196751093,-0.018920584,-0.079574707,-0.074491011
ARNTL2_56938.,-0.100647348,-0.018195809,-0.180665723,-0.051270434,-0.165471259,-0.084085145,-0.095229787,-0.061592581,-0.005002568,-0.151245001,0.013118986,0.053294721,-0.152452601,-0.146042685
ARPC1A_10552.,0.111103396,-0.048214689,0.132704229,0.064239401,-0.000560335,0.163405823,0.012726555,-0.016872561,0.072083311,-0.161890853,-0.108343516,-0.060699228,-0.131686036,0.077992464
ARPC1B_10095.,0.162067283,0.078955009,0.081317421,0.081069626,-0.030859855,0.083382563,0.098496263,-0.010285142,-0.010459433,0.062512533,0.250651534,0.094565346,0.032057892,0.131893159
ARPC2_10109.,-0.241091218,-0.36168963,0.008175704,-0.535346328,-0.422104116,-0.278095323,-0.450658595,-0.327793902,-0.018974499,-0.480396626,-0.502696,-0.242148335,-0.384967637,-0.033279849
ARPC3_10094.,-0.438498015,-0.504546995,-0.447997047,-0.720340168,-0.664960837,-0.579632747,-0.645728311,-0.333810448,-0.31815152,-0.575427503,-0.876395381,-0.530699387,-0.660419016,-0.195134022
ARPC4_10093.,-0.623251908,-0.576499309,-0.181169341,-0.658317262,-0.49286009,-0.315463694,-0.672553858,-0.383696769,-0.230630959,-1.124781091,-0.96114088,-0.430042926,-0.786467352,-0.267326903
ARPC5_10092.,-0.080920277,-0.340532301,-0.646520573,-0.108447049,-0.134549807,-0.158967954,-0.031038905,-0.138194433,-0.08052068,-0.051934299,-0.024504041,-0.205126447,-0.244639665,-0.049804796
ARPC5L_81873.,0.052657348,-0.035023198,-0.133851308,0.014363138,0.042006181,0.083362749,0.04477125,-0.036978786,0.098469935,-0.142601096,0.003702774,-0.039609291,-0.311072038,0.0965058
ARPIN_348110.,0.064093178,0.054796263,-0.072681582,0.00051228,0.115889123,-0.02814503,0.101975147,0.09229132,0.008287473,0.034304681,0.108512433,0.021451334,0.000802188,0.056564022
ARPP19_10776.,-0.190431861,-0.322972042,-0.476532996,-0.272953547,-0.345650072,-0.259085438,-0.013859198,-0.142744343,-0.241345997,-0.139754621,-0.212809608,-0.187305358,-0.286091513,-0.290949893
ARPP21_10777.,0.055935846,0.031960133,0.214358757,0.064559919,0.033704176,0.083367538,0.007274946,0.068085362,0.039660564,0.090166023,-0.053376246,0.020287595,0.101307085,-0.021698601
ARRB1_408.,-0.085121546,-0.043158136,0.048567144,-0.02557345,-0.191256071,-0.160996468,-0.025223296,-0.099200932,-0.015769939,-0.05708106,0.004805513,-0.082579776,-0.187432306,-0.206633945
ARRB2_409.,-0.052598548,0.009724598,0.254790867,-0.279019355,0.082276912,-0.00712859,-0.051564915,-0.055181063,-0.108329399,-0.10783164,0.138329602,-0.037283769,0.043313165,-0.101167506
ARRDC1_92714.,-0.182609037,-0.088831739,-0.156601296,0.022774109,0.037572343,-0.064756902,-0.037445685,-0.112019838,-0.182839202,-0.148361618,0.116712763,-0.132003829,-0.181134365,-0.529428414
ARRDC2_27106.,-0.074700518,-0.058024335,-0.11694827,0.028066851,-0.212029231,-0.120893391,-0.098038896,-0.095166373,-0.12360906,-0.047898525,-0.060722242,-0.068642124,-0.085926559,0.044934251
ARRDC3_57561.,0.092567021,0.094602927,0.366995509,0.02876748,0.133957134,0.023692418,0.235315708,-0.101221767,0.006118567,0.084960251,0.581442764,0.102531388,-0.038441118,-0.026035348
ARRDC4_91947.,0.144732859,-0.022815426,0.026210315,0.15089572,-0.004427237,-0.014591743,0.116996611,-0.181816258,-0.023280041,-0.001826568,0.070960806,0.070217,-0.064398999,0.114578442
ARRDC5_645432.,0.052118036,-0.210982325,-0.079745781,0.049755262,-0.181134827,-0.124823231,-0.064965447,-0.09673375,-0.120143438,-0.098908635,0.025804973,-0.12914011,-0.191097822,-0.009872015
ARSA_410.,-0.201329569,-0.082549259,-0.424748934,-0.212595594,-0.133720331,-0.129638228,-0.240080328,-0.207017745,-0.34816654,-0.262466718,-0.128936619,-0.065703933,-0.202198323,-0.16674734
ARSB_411.,-0.1435629,-0.17004709,-0.466740733,-0.285716357,-0.241458818,-0.268545527,-0.159339121,-0.186617143,-0.206405204,-0.20462314,-0.282344045,-0.222366342,-0.147258119,-0.141020315
ARSG_22901.,0.072984391,0.060952613,0.373879881,0.125460233,0.199139747,0.121568398,0.172950625,0.190981738,0.243400427,0.190067606,0.221880593,0.192622773,0.363273627,0.285562131
ARSI_340075.,-0.263485249,-0.179326988,-0.347826344,-0.189436968,-0.157436783,-0.173778856,-0.156535983,-0.159653573,-0.15264399,-0.101107304,-0.169364782,-0.204717162,-0.256294948,-0.179947927
ARSJ_79642.,0.118456992,0.014943872,-0.032284103,0.105359758,0.156111351,0.033939469,0.116767369,0.09320103,0.016198756,0.093255527,0.155848218,0.041977311,-0.144650382,0.142376406
ARSK_153642.,-0.013281011,-0.023124764,-0.261946784,-0.011080788,-0.02798837,-0.02931689,0.021826099,-0.106556317,-0.080037946,-0.128571112,-0.066135749,-0.051351658,-0.186171623,-0.064780875
ART1_417.,-0.070519275,0.002242513,-0.164232284,-0.137437274,-0.094249847,-0.017413203,0.003264805,-0.023015231,-0.078234832,0.050909938,0.113318285,-0.065051019,-0.198772819,-0.123443922
ART3_419.,-0.008698007,0.030319666,-0.269580397,0.041505402,0.028106727,0.045228714,0.036941959,-0.012948255,-0.008948353,-0.087321443,0.041254997,0.02760331,-0.076693316,0.017684413
ART4_420.,0.035032973,-0.125803422,-0.135975197,-0.142638338,0.023786911,-0.124597808,-0.031736324,-0.006600493,-0.098234016,-0.097772712,-0.062369518,-0.067307855,-0.135163927,-0.074172857
ART5_116969.,0.00926515,0.092512519,0.120925633,0.008610261,0.08659715,-0.015616819,0.010686233,-0.002071779,-0.048373432,0.078966499,-0.010309831,0.128479124,0.002193157,-0.105997597
ARTN_9048.,-0.110458498,-0.002270234,0.18628752,-0.157412268,0.028961173,0.021529489,0.004186608,-0.094068584,0.016350959,-0.006795713,0.004891998,-0.035868067,-0.068210173,-0.021770668
ARV1_64801.,-0.079589309,-0.100736199,-0.584717439,-0.118653634,-0.096246214,-0.187285565,-0.073671843,-0.035622594,-0.151650048,-0.119395616,0.033567132,-0.127978126,-0.164026061,-0.326066203
ARVCF_421.,0.055408443,0.049861948,-0.007118525,-0.046180245,-0.043574685,-0.0305549,-0.123790065,-0.054422551,0.025561177,-0.240795813,-0.256042201,-0.022145303,-0.17934788,0.004873667
AS3MT_57412.,-0.090609717,-0.021033938,0.048850862,-0.072509117,0.005608092,-0.066128572,-0.031879017,0.032218809,-0.073293909,0.023877109,0.093106477,0.052911291,0.090595207,-0.067027245
ASAH1_427.,0.023538701,0.049610458,0.004456561,0.04204941,0.02969718,-0.013562224,0.077307457,-0.093701925,-0.033221546,0.038619656,0.021557377,0.064220354,-0.089816963,0.114553184
ASAH2_56624.,0.026719234,0.127764496,0.153982722,0.049548225,0.021366597,0.163987223,0.100278696,0.118964051,0.045993402,-0.024887699,0.017290666,0.198864058,0.073551574,0.081738626
ASAH2B_653308.,-0.276653201,-0.06155151,-0.201553248,-0.050176779,-0.089110265,-0.295772982,-0.080206872,-0.025785091,-0.161590343,-0.078929113,0.007692469,-0.241074866,-0.009064928,-0.117091301
ASAP1_50807.,0.166664282,0.132119319,0.106717071,0.151631914,0.265558283,0.203246013,0.142571261,0.140372683,0.013739806,0.130762353,0.245919299,-0.10562602,0.011099915,-0.062750856
ASAP2_8853.,0.13358028,0.132534025,0.267648724,0.095406711,0.225327261,0.049412233,0.09406048,-0.061924552,0.077202031,0.064380975,0.221532818,0.13569783,0.211327124,0.096176445
ASAP3_55616.,-0.226558793,-0.042026979,-0.121867748,-0.278387718,0.013930798,-0.192784287,-0.029280948,-0.0363988,-0.235766742,-0.112084682,0.115117347,-0.153297177,-0.140223821,-0.054219931
ASB1_51665.,0.150829049,0.04161086,0.189100156,0.050553029,0.221434585,0.222429646,-0.007943969,0.017028902,0.177368028,0.025630617,0.210672211,0.073104903,0.073118608,0.178820071
ASB10_136371.,-0.186791953,-0.017037976,-0.253483318,-0.077838362,-0.044421563,-0.039464655,-0.110057637,-0.05525242,-0.056064174,-0.036720037,0.038500383,-0.063226416,-0.122505076,-0.241608623
ASB13_79754.,0.117638128,0.113748721,0.237614862,0.070428467,0.280894824,0.108535937,0.155223829,0.074175312,0.113111649,0.136757237,0.089036826,0.033932189,0.055429224,0.058158625
ASB14_142686.,0.146915224,0.041489247,0.130581285,-0.006537754,-0.017478341,0.069256447,0.1188612,0.073666516,0.104588031,-0.022717248,-0.045271758,0.060208973,0.154904225,0.125760299
ASB15_142685.,0.251009534,0.194282691,0.508955226,0.2033544,0.308489738,0.200108452,0.161090836,-0.0203353,0.338212381,0.191108759,0.227087389,0.293835422,0.094210098,0.349346951
ASB16_92591.,-0.183028612,-0.107997221,-0.154962979,-0.208653659,-0.325641015,-0.13092625,-0.069259762,-0.181767124,-0.249708898,-0.112774297,-0.153487,-0.180246998,-0.141299271,-0.133120824
ASB17_127247.,-0.009042426,-0.050525614,0.226171819,-0.027431003,0.020277727,0.003832711,-0.024732934,0.028901103,0.00024234,0.012443536,0.066171129,-0.035116991,-0.095468712,-0.066940226
ASB18_401036.,0.094827821,0.108722953,-0.00395778,0.069605693,0.190380979,-0.051463352,-0.061044934,0.023894833,-0.010635513,0.101941669,0.044862366,0.075739143,0.204514295,0.056754303
ASB2_51676.,0.164827705,0.134478805,0.207049617,0.084880542,0.191081762,0.196907519,0.119113373,0.195681121,0.21369563,0.130737241,0.16755763,0.083615248,0.097732683,0.142055848
ASB3_51130.,0.014078739,-0.199751106,-0.232689558,-0.145790147,0.11228843,0.03330501,0.090516582,-0.000861769,0.090760382,-0.003207834,0.149023489,-0.078446868,-0.089847555,0.030772517
ASB4_51666.,0.179523109,0.105939807,0.222731772,0.10449802,0.235903965,0.15466617,0.103524139,0.071626713,0.212642359,0.102242749,0.170813077,0.131699692,0.116922339,0.096282754
ASB5_140458.,0.08917866,0.014663417,-0.04860683,0.071986774,0.195246679,0.022439067,0.010981246,0.108801428,0.050416095,0.100958156,0.165940451,0.164241044,0.143769872,0.060447137
ASB6_140459.,-0.230470677,-0.248781396,-0.562741846,-0.106882651,-0.263840772,-0.428988382,-0.182747692,-0.16548483,-0.449152749,-0.245668079,-0.180426529,-0.322782493,-0.273378614,-0.280277565
ASB7_140460.,-0.155503714,0.069032638,-0.37818818,-0.042277269,-0.010696281,-0.111287144,0.019057148,-0.021199983,-0.120705129,-0.028005892,-0.005291136,0.058066664,-0.278637605,-0.074315037
ASB8_140461.,-0.065776917,-0.308850909,-0.236295643,-0.063099584,-0.052275754,-0.060510617,-0.088565288,-0.097727205,-0.070078113,-0.049894686,-0.094621403,-0.063098014,-0.137346894,-0.065447084
ASCC1_51008.,-0.099681962,-0.163872351,-0.025105507,-0.152557088,-0.155438383,-0.196399294,0.020932416,-0.088621867,-0.181278066,-0.064935194,-0.015871675,-0.062875956,-0.04085583,0.033349996
ASCC2_84164.,0.201172039,0.030846223,0.17341074,0.036040143,0.110427996,0.139320736,0.041077149,0.031008553,0.126463458,0.11635545,-0.133024203,0.087834328,0.112483695,0.131832182
ASCC3_10973.,-0.089757631,-0.240321671,0.044032406,-0.19825484,-0.043162704,-0.085688335,-0.102367464,-0.094514874,-0.211089233,-0.162830549,-0.357006681,-0.237204983,-0.069068368,-0.178388428
ASCL1_429.,0.067745299,-0.050114895,-0.007493231,0.105586206,-0.085623621,-0.035697076,-0.014880527,0.068303944,-0.047430126,-0.029232499,-0.268430749,0.049469601,0.058339106,0.074343812
ASCL2_430.,0.12132985,0.062666326,0.019384311,0.081848321,0.105412789,0.014947329,0.102594772,-0.008121568,0.077782601,0.1657347,0.129125737,0.111472792,0.108572544,0.108489615
ASCL3_56676.,0.077468314,0.098965858,0.175599615,0.033215617,-0.064802523,0.094683562,0.154625037,0.041525408,-0.014385918,0.195118374,0.224133537,0.14646117,0.035521323,0.094449296
ASCL4_121549.,-0.041169995,-0.147007891,-0.112076627,0.102257587,-0.046861061,-0.013480655,-0.100750925,0.036167819,0.004544248,-0.07697946,-0.164267831,-0.115262399,-0.021631719,0.000106251
ASCL5_647219.,-0.348738351,-0.288570893,-1.166077119,-0.129003018,-0.023960035,-0.395869109,-0.077821861,-0.089431141,-0.25776075,-0.149015961,-0.14725439,-0.051096734,-0.11285971,-0.339263721
ASF1A_25842.,-0.396904053,-0.268036623,-0.563687059,-0.008764595,-0.183671821,-0.423060257,-0.073582473,-0.550031878,-0.51494424,-0.101448432,-0.109786631,-0.010408342,-0.68309665,-0.166989714
ASF1B_55723.,-0.299165481,-0.409553253,-0.729373006,-0.064549584,-0.515682071,-0.216911876,-0.559906065,-0.38188566,-0.628953869,-0.280894014,-0.631288849,-0.341646371,-0.289499069,-0.231207915
ASGR1_432.,0.249988175,0.018212993,-0.01107723,0.065236355,0.114537178,0.240539052,-0.006230911,-0.128193526,0.136546685,0.042495011,0.045499419,0.016791128,0.07633788,0.040289309
ASGR2_433.,-0.036934786,0.070814329,0.103101091,-0.113267408,-0.076202865,-0.114986133,-0.008795011,-0.066847213,0.110209508,-0.014496825,0.058710695,0.092934425,-0.173264026,-0.107441722
ASH1L_55870.,-0.181183219,-0.040022759,-0.397218409,-0.143813703,-0.177501113,-0.219381405,-0.071100802,-0.040632223,-0.169909475,-0.001238823,-0.051824016,-0.025918674,-0.606995449,-0.128907043
ASH2L_9070.,-0.256220768,-0.199953706,-0.056992783,-0.020474321,-0.317220305,-0.277248242,-0.375927543,-0.540753892,-0.31383383,-0.290201225,-0.367097993,-0.402763114,-0.324948081,-0.097741443
ASIC1_41.,-0.133310342,-0.246280931,-0.176272627,-0.241524954,-0.153762735,-0.058152446,-0.106150027,-0.109749374,-0.035101749,-0.078155059,-0.250849809,-0.088732924,-0.146974277,-0.085519068
ASIC2_40.,-0.111082657,-0.123719968,-0.322257605,-0.114888157,-0.257485696,-0.039346242,-0.036021156,-0.087410976,-0.161687358,-0.15677722,-0.206727595,-0.017558285,-0.049925357,-0.148288002
ASIC3_9311.,-0.025057295,0.085364277,0.041287275,0.0015402,0.042927946,0.009839727,0.085276822,0.03604106,0.009124613,0.112151433,0.195041768,0.059132998,0.077740953,-0.051333851
ASIC4_55515.,-0.138720307,-0.002640905,-0.274751543,-0.10054,-0.112029037,-0.07772015,-0.137721934,-0.001400125,-0.110997716,-0.070903828,-0.096556847,-0.06279154,-0.121034272,-0.31750574
ASIC5_51802.,0.046409604,0.126859885,-0.005407346,0.013526278,-0.073477857,0.012821151,0.070237064,0.064418028,0.114687867,0.046565303,-0.036957262,0.047493414,-0.00741011,-0.023979271
ASIP_434.,-0.118465392,-0.057955673,-0.220436731,-0.162214302,-0.45133709,-0.096927584,-0.207198448,-0.10715588,-0.099108095,-0.466603444,-0.391400698,-0.043431793,-0.111712615,-0.040362358
ASL_435.,-0.212394087,-0.069773583,-0.318289572,-0.142853278,-0.192678032,-0.131248012,-0.130789043,-0.131502489,-0.148310493,-0.101287699,-0.195414155,-0.098848751,-0.123193357,-0.147507771
ASNA1_439.,-0.643108568,-0.514968717,-0.614494507,-0.786434498,-0.434817193,-0.84512258,-0.178858755,-1.009225847,-0.41703901,-0.973945089,-0.670491829,-0.858868462,-0.822080906,-0.368207752
ASNS_440.,-0.348304376,-0.378699201,-0.063313522,-0.19218706,-0.460776886,-0.044325316,-0.262756011,-0.311230184,-0.139425462,-0.269382272,-0.352135742,-0.98180198,-0.554260827,0.021356906
ASNSD1_54529.,0.04200588,-0.120273374,-0.1595812,-0.21995706,-0.071787217,-0.002136369,-0.025960046,-0.130431408,-0.180941255,-0.226234964,0.04654915,-0.143847823,-0.227915762,-0.01610367
ASPA_443.,0.176614867,0.056196667,0.239432546,0.004768037,0.185130161,0.150036922,0.13777098,0.040129406,0.153834807,0.053975023,0.225702702,0.125560744,0.011823523,0.11334268
ASPDH_554235.,0.024573708,-0.065860245,-0.013990696,0.12590731,0.049888521,-0.026055552,-0.0028249,-0.000656382,-0.013298531,0.009723457,0.057269211,0.072138447,0.084241928,0.029940079
