,HS578T_BREAST,HCC1937_BREAST,DU4475_BREAST,BT549_BREAST,HCC1143_BREAST,MDAMB436_BREAST,MDAMB157_BREAST,HCC1806_BREAST,HCC1395_BREAST,HMC18_BREAST,MDAMB231_BREAST,MDAMB468_BREAST,CAL51_BREAST,MDAMB453_BREAST 
OR4L1_122742.,0.012953025,0.049726513,0.313442988,0.103861851,0.145409287,0.063209786,-0.032729525,0.033146082,0.049871591,0.032928667,-0.04136682,0.056050535,0.002068164,0.148728348
OR4M1_441670.,-0.069807941,-0.065529072,0.109452041,-0.083784907,0.088006031,-0.157326916,-0.071093217,-0.150647396,-0.093751848,-0.208042557,-0.114901967,-0.330800683,-0.129932147,-0.000694494
OR4M2_390538.,-0.117159934,-0.399333686,-0.104491303,-0.020732035,-0.500631965,-0.317846617,-0.206963478,-0.491652748,-0.072015963,-0.442433215,-0.463629772,-0.460610566,-0.05850861,-0.080796818
OR4N2_390429.,-0.338301885,-0.473316709,-0.375825213,-0.237987194,-0.633114207,-0.637655255,-0.264811594,-0.651706616,-0.403654262,-0.570897321,-0.494019283,-0.545887039,-0.441381236,-0.310998942
OR4N4_283694.,-0.296134535,-0.408935428,-0.182571052,-0.271171868,-0.418163787,-0.369617797,-0.144756961,-0.50567151,-0.106685764,-0.444736223,-0.273169134,-0.437905538,-0.174816712,-0.208583687
OR4N5_390437.,-0.151677847,-0.180480162,0.044627816,-0.164209039,-0.030335608,-0.157986079,-0.108461855,-0.270958186,-0.062516134,-0.287852542,-0.215495692,-0.25203682,0.019595279,-0.032066364
OR4P4_81300.,-0.020381571,-0.124868048,0.120022289,0.062089888,-0.093815834,0.014328359,0.000182557,-0.085375898,0.019204693,-0.005309265,0.063493403,0.084367256,-0.038794495,0.062711915
OR4Q3_441669.,-0.125203872,-0.390407852,-0.118949964,-0.125078394,-0.270726873,-0.293617526,-0.074634139,-0.441002212,-0.138966842,-0.372834808,-0.269954058,-0.344248408,-0.336781106,-0.093715902
OR4S1_256148.,-0.301078176,-0.311622496,-0.135911872,-0.363068798,-0.386232539,-0.150159145,-0.27532704,-0.230251319,-0.19089274,-0.197336016,-0.416586967,-0.352469174,-0.210422034,-0.137529212
OR4S2_219431.,-0.03566161,-0.098172823,0.109370306,0.037627186,-0.124013097,0.067591362,0.11758957,-0.075760933,-0.025891971,-0.077063502,-0.029389193,-0.011857012,-0.048088188,-0.015870599
OR4X1_390113.,-0.205837122,-0.105453849,-0.112029415,-0.177488991,-0.213680464,-0.129972288,-0.122939389,-0.078085437,-0.087858486,-0.068549125,-0.263841311,-0.171644867,-0.130259499,-0.135162638
OR4X2_119764.,-0.090230706,-0.001233769,0.078588327,-0.0613001,-0.056623665,0.011643754,-0.018388012,0.042219055,-0.039309489,0.058769135,-0.171702462,-0.066206312,-0.008660899,-0.024859416
OR51A2_401667.,0.115869225,0.1136356,0.102187885,0.142622,0.183191166,0.142016191,0.066198265,0.09043363,0.121980697,0.087582793,0.24507629,0.198802531,0.165671109,0.023393436
OR51A4_401666.,0.080419389,0.063482484,0.227694397,0.122156189,0.113684246,0.054707161,0.169458157,0.040571793,0.090585491,0.081353019,0.109661727,0.009598707,0.12583477,0.158149243
OR51A7_119687.,0.106674019,0.044834994,0.361125824,0.039520041,0.130319534,0.032391959,0.088045213,0.042874639,0.010348969,0.114457871,-0.028823319,0.191748559,0.076271308,0.048829637
OR51B2_79345.,0.081898456,0.080830817,0.310935398,0.117735834,-0.003523894,0.191648302,0.065999479,-0.013572843,0.106578425,0.105538519,0.036294265,0.094355795,-0.080562053,0.142469569
OR51B4_79339.,0.126961327,0.124190854,0.287856898,0.117930014,0.012748982,0.094253638,0.146256818,0.095973293,0.116694099,0.199622234,0.165566414,0.098705509,0.200331841,0.133160564
OR51B5_282763.,0.075776938,-0.003624579,0.112986972,0.004201017,0.04306537,0.007842831,0.057730704,-0.076134338,0.025640569,-0.015820409,0.038110515,-0.042921871,-0.135919324,0.071603014
OR51B6_390058.,0.027118614,-0.052148296,0.031845246,0.139225037,0.139350573,-0.003051999,0.023358687,-0.023979549,0.012114986,0.007518517,0.082411285,0.096434621,-0.130590334,0.164380765
OR51D1_390038.,0.019579521,0.009754934,0.078358305,-0.006969095,0.120836477,0.014266169,0.070990894,0.055151984,-0.058486113,0.030148688,0.254695093,-0.098906317,0.0079371,0.011391439
OR51E1_143503.,0.048237843,0.101419688,0.157415201,-0.010604513,0.047491619,0.096889544,0.045382084,0.007676045,0.076809377,0.081518662,0.10639854,0.136928258,-0.090420578,0.011244453
OR51E2_81285.,0.12826816,-0.035085901,0.14566477,0.05904733,0.113027117,0.07506888,0.094339224,-0.07444944,0.087729881,0.160444641,0.02625893,0.140356531,0.003850155,0.109739864
OR51F1_256892.,-0.005411449,-0.124229733,-0.189003466,-0.052761967,-0.340803077,-0.11739207,-0.123443126,-0.22235697,-0.046666622,-0.09160453,-0.205737731,-0.025310936,-0.123933947,-0.249866773
OR51F2_119694.,0.069131765,-0.012529984,0.241601802,0.031000857,0.05366446,0.032849721,0.108706192,0.013629485,0.049107941,0.083063112,0.047857785,0.055972099,0.096548676,0.090313538
OR51G1_79324.,0.017585342,0.109127491,0.22907411,0.07326596,0.062116447,0.024606459,0.048588578,0.053823222,0.034825496,0.128457204,0.007180402,0.092828169,0.087903741,0.048932217
OR51G2_81282.,0.06011016,0.053198259,0.147424934,0.05339987,-0.038801288,0.011293414,-0.027684772,-0.016507241,0.062100346,0.076542847,0.102453098,0.103221365,0.061043628,0.034455316
OR51I1_390063.,0.032903392,0.047031853,0.106813607,0.04516937,0.0007179,0.012117776,0.040509007,-0.001702241,0.027098902,0.108256885,-0.006207783,0.012425041,0.04301304,-0.058979252
OR51I2_390064.,-0.388542075,-0.240337772,0.035629128,-0.307985518,-0.455498157,-0.106395269,-0.22417525,-0.306573493,-0.141967695,-0.215673915,-0.404060196,-0.172380751,-0.19691575,-0.323806545
OR51L1_119682.,0.24675688,0.220401516,0.391212776,0.176421214,0.176116884,0.143668783,0.110050387,0.086363642,0.092674201,0.192261979,0.243135281,0.146581386,0.167953267,0.219486764
OR51M1_390059.,-0.135409173,-0.26948677,0.057362863,-0.150149765,-0.087116381,-0.08132018,-0.132904741,-0.105415884,-0.134537074,-0.145142115,-0.086392725,-0.19977291,-0.14217817,-0.239049495
OR51Q1_390061.,0.024839182,-0.049338917,-0.00696978,0.074450047,-0.088388662,-0.079156729,-0.06593226,0.012865474,0.002510756,0.133170315,-0.00292588,0.028821787,0.077905889,-0.131715392
OR51S1_119692.,-0.037275988,-0.128055509,0.316659,-0.140276217,-0.208130166,-0.041201503,-0.065406218,-0.160901463,-0.017315228,-0.025859951,-0.181211353,-0.012745248,0.071335742,-0.035202761
OR51T1_401665.,0.219750021,0.07639994,0.071019829,0.111811921,0.086809926,0.064459877,0.169439697,-0.059524907,0.132293429,0.106997368,0.073022403,0.066752185,0.051086315,0.295482399
OR51V1_283111.,-0.122017116,-0.103587717,-0.061438991,-0.052904455,-0.087261221,0.066324975,-0.037882988,-0.117636728,0.004214112,-0.020062405,-0.121248434,-0.081189151,0.252039378,-0.013395911
OR52A1_23538.,-0.011744877,-0.006470058,0.026519177,-0.035660233,-0.082532065,-0.061843042,-0.04091011,-0.026091566,0.006851588,0.046565789,-0.008257953,0.081272916,0.064468166,-0.021184757
OR52A5_390054.,0.014894436,0.054519667,-0.025926215,0.03828103,-0.094160551,-0.014713065,0.005002259,0.019159776,-0.057315391,0.088455729,-0.001187207,0.035533704,-0.048051299,-0.028643438
OR52B2_255725.,0.158151934,0.017993188,-0.110012217,0.038106645,-0.012050598,0.074065486,0.062454534,0.005933231,0.062249071,0.163978206,-0.048712124,0.128006381,-0.011638013,0.010468722
OR52B4_143496.,-0.148376591,0.026940588,-0.024714796,-0.045732448,-0.042830216,-0.044676264,-0.073453758,-0.081534718,0.007012804,0.032595326,-0.054719159,-0.013821478,-0.058353057,-0.069122924
OR52B6_340980.,0.154272636,0.063260389,0.059167276,0.211601295,0.04150977,0.156717502,0.127786303,-0.053952337,0.168660987,0.122786027,0.095367929,0.06399792,0.267456871,0.153316813
OR52D1_390066.,0.089859979,-0.018216573,0.099677181,-0.020520833,-0.049365844,-0.040276248,0.020128541,-0.040541203,-0.008783982,0.114851407,-0.284408794,0.088316255,0.121252557,-0.175152772
OR52E2_119678.,0.089133598,0.099805538,0.295146516,0.113825314,0.063563788,0.128061406,0.020105752,-0.030567382,0.141728876,0.19693034,0.1731667,0.094330443,0.106123017,0.171119954
OR52E4_390081.,-0.033995983,0.019947375,0.038181762,-0.127000031,-0.157531897,-0.15081945,-0.027614696,0.001258221,-0.01341196,-0.021239539,-0.181853794,0.004102717,0.27147683,-0.121180086
OR52E6_390078.,0.129851622,0.048379708,0.365158001,0.077715643,0.071736631,0.117338085,0.145289443,0.054382565,0.133812205,0.195227386,0.223275842,0.250978816,0.13972261,0.163385933
OR52E8_390079.,0.062092294,0.164694345,-0.016676963,-0.048428387,0.02954554,-0.006736876,0.09717871,0.043294655,0.018057011,0.208326003,0.01586899,0.166815777,0.162462541,-0.008776041
OR52H1_390067.,0.032731563,0.021949144,0.384540727,0.068073631,0.002641983,-0.059032644,0.076864286,0.034146075,-0.001246393,0.154239638,0.113924932,0.098444629,0.014590023,0.139362945
OR52I1_390037.,0.178839486,0.143175083,0.243351648,0.167178887,0.131300775,0.060909729,0.123678939,0.039605311,0.150153385,0.125254546,0.195843296,0.172137721,0.193741827,0.219047004
OR52I2_143502.,0.131613493,0.034938298,0.129941271,0.084098549,0.061031269,0.036011653,0.092522159,-0.026092845,0.04102525,0.11981894,0.165456219,0.102902005,0.092154556,0.101088784
OR52J3_119679.,0.190616016,0.110241021,0.212681498,-0.042581682,-0.022066971,-0.158915824,0.105624291,0.054491387,-0.013703941,0.005499029,0.044419021,-0.045055458,0.086127791,0.036699612
OR52K1_390036.,-0.051642188,-0.020243737,0.020173508,-0.118688608,-0.134176165,-0.023617546,0.037926429,-0.029411201,-0.004451651,-0.003566099,-0.076349407,0.056270111,-0.112249902,-0.037124257
OR52K2_119774.,0.073521253,0.142428791,0.401797922,0.070657358,0.125674243,0.097996699,0.012133956,-0.014026709,0.141350703,0.19304136,0.162661264,0.125081521,0.176104559,0.129664914
OR52L1_338751.,-0.00555484,0.044334337,0.184697062,-0.02799297,-0.125995463,0.038365629,0.03822872,-0.006571417,-0.026513819,0.08687393,0.046224162,0.057656669,0.078288906,-0.016967803
OR52M1_119772.,0.146643765,0.039099768,0.031108292,0.091091543,0.064702722,-0.066563041,0.049625304,0.014280616,0.053384638,0.083312658,0.045945787,0.093418611,-0.045422041,0.057178661
OR52N1_79473.,0.007476938,0.093537852,0.268860489,0.042460163,0.114877108,-0.006916262,0.061592636,0.031479726,0.109456647,0.140100101,0.080911599,0.144864145,-0.009505414,0.109707329
OR52N2_390077.,0.034210473,0.071703414,0.412424289,-0.008524318,0.123654439,-0.043400218,0.059861556,0.03452293,0.012461689,0.140183942,0.049893164,0.071610772,-0.075107556,0.007106765
OR52N4_390072.,0.249572918,0.099482672,0.252509866,0.110853716,0.025120461,0.140120469,0.189608509,0.066274543,0.164226734,0.172696082,0.114680848,0.148804076,0.106458084,0.148588288
OR52N5_390075.,0.085542518,0.133410777,0.207020478,0.12429746,0.31622612,-0.043997832,0.089768631,0.089144785,0.072985921,0.14139319,0.191756319,0.160851705,0.057567106,0.218766641
OR52R1_119695.,0.135775342,-0.063744042,-0.058341309,0.099235321,-0.126519063,0.015880218,-0.032332907,-0.031479336,-0.007850014,0.03635071,-0.010250238,0.040234168,-0.112823337,0.094018261
OR52W1_120787.,-0.134005666,-0.060562774,-0.320912845,-0.083117896,-0.250070763,-0.15168136,-0.036632686,-0.076336801,-0.106649706,0.016064178,-0.10219391,-0.074134091,-0.012024347,-0.191559692
OR56A1_120796.,-0.050698227,0.022440745,0.129061135,0.008995577,-0.055937489,-0.04248772,0.016276835,0.014565025,-0.056199512,0.105081529,-0.002039682,0.034934276,-0.011367759,-0.020075263
OR56A3_390083.,0.063580827,0.111053465,0.011465702,-0.09239358,-0.15732902,-0.06471696,-0.066942517,0.058804458,0.007970744,0.122585607,0.113130688,-0.055168344,-0.077854149,-0.068201384
OR56A4_120793.,-0.008623194,-0.103820437,0.046947015,-0.042953445,-0.084579888,-0.142449918,0.00025643,-0.011514911,-0.00332824,0.080815267,-0.059954908,0.078693523,-0.035610456,-0.062978678
OR56B1_387748.,0.232225949,0.10150854,-0.046823822,0.116104624,0.108914809,0.096029715,0.170593978,0.118053633,0.176365891,0.17566098,0.156954734,0.107679014,0.229075143,0.085256176
OR56B4_196335.,0.179565059,0.013443188,-0.012420085,0.113501205,0.042000524,0.14295936,0.10909519,0.089760718,0.051928014,0.087792393,0.159252518,0.187165676,0.030022265,0.067492824
OR5A1_219982.,-0.131822704,-0.105031971,-0.067013692,-0.094289233,-0.29026986,-0.105554725,-0.26722743,-0.087004027,-0.060640779,-0.134927734,-0.271072168,-0.074064617,0.013733071,-0.213007136
OR5A2_219981.,-0.13033771,-0.001200133,-0.052088533,-0.04163281,-0.209914608,-0.083434472,-0.059097078,-0.008101484,0.007699052,0.022313686,-0.058217626,0.080472252,0.030701192,-0.003190174
OR5AC2_81050.,0.06200488,0.068640186,0.301665882,0.054859326,-0.055682709,-0.004761472,-0.003591082,0.016090109,0.067534883,-0.037133962,-0.250577235,-0.048058876,0.119871496,0.058667242
OR5AK2_390181.,0.103519165,0.083431024,0.093540644,-0.053229441,-0.063124717,0.054015986,-0.062372312,0.085432452,0.087891688,0.09875403,0.069000124,0.280011383,0.079467734,0.043237896
OR5AN1_390195.,-0.031157916,-0.043211754,0.237947331,-0.040555268,-0.103911451,0.027210295,-0.096270284,-0.060151466,0.071634456,-0.00747254,-0.092360484,0.065927955,0.050613213,-0.02261429
OR5AP2_338675.,0.150463502,0.149458535,0.269616844,0.126722952,0.016327058,0.248486081,0.104048315,0.208019865,0.192192826,0.132418003,0.145292136,0.170062784,0.153751773,0.296330348
OR5AR1_219493.,-0.113986127,-0.018669309,0.110328703,-0.03878851,-0.050662059,0.084742872,-0.070615057,-0.03671055,0.081258111,-0.073291549,-0.170238599,0.103800129,-0.068108503,-0.006883
OR5AS1_219447.,-0.166638234,-0.012862493,0.029695523,-0.096437218,-0.045064872,-0.0212475,-0.137022862,-0.091953465,-0.08973812,-0.051489583,-0.09885547,0.105174753,-0.104122159,0.018332958
OR5AU1_390445.,-0.173914443,-0.031912715,-0.205042732,-0.143157888,-0.071922203,-0.010522952,-0.035576458,-0.042057749,-0.069945383,-0.126916977,-0.055354208,0.01134838,-0.100169782,0.093586176
OR5B12_390191.,0.216335534,0.085867618,0.37045589,0.033857816,0.077829086,0.081272645,0.037724056,0.13417704,0.13670897,0.176894567,0.150518116,0.108900686,0.131998139,0.156140754
OR5B17_219965.,0.06808646,-0.029033823,0.101216839,-0.046052409,0.05761906,-0.032270944,-0.06840666,0.010373072,-0.013704505,0.041218015,0.025295142,0.094316762,-0.180549048,0.050277409
OR5B2_390190.,0.023228535,-0.066803839,0.230595824,0.043370087,0.051366118,0.032475289,-0.087363469,0.025438301,0.129763361,0.023753027,-0.06264661,0.084661319,0.16711,0.12340925
OR5B21_219968.,-0.017537761,-0.103987163,0.141286305,0.028093829,0.005521376,-0.038373284,-0.065388155,-0.004216515,0.011401089,-0.030823435,-0.040631773,0.115562075,-0.044074529,0.020290285
OR5B3_441608.,-0.143040653,-0.066491366,-0.037790801,-0.10838966,0.00068181,0.013552163,-0.102280942,-0.070702897,-0.052916055,-0.059891067,-0.074490993,-0.013411222,-0.099698632,-0.132715658
OR5C1_392391.,-0.052113232,-0.013216589,0.051960569,-0.051503758,-0.097316185,0.136601968,0.004989477,-0.030606543,0.045453726,-0.11944493,-0.150496692,-0.049240547,-0.0045333,-0.058474758
OR5D13_390142.,0.149971106,0.065515634,0.111764028,0.094025796,0.001466786,0.179888185,0.007989197,0.033234856,0.08292306,0.099156582,0.044225003,0.152275389,0.057047386,0.132376091
OR5D14_219436.,0.124354378,-0.047080854,0.546374011,0.092778557,-0.110931692,0.148830034,0.090587221,0.075644274,0.234499933,0.013036239,0.046478678,0.125686328,0.073267336,0.195161072
OR5D16_390144.,-0.029867034,-0.108138916,0.04307918,-0.034132992,-0.09999266,-0.103089235,-0.08598505,0.027252814,-0.063104862,-0.041628978,-0.094355036,0.056447579,-0.031981128,0.003598773
OR5D18_219438.,0.045153221,-0.047139815,0.184813925,0.026987198,-0.063196157,0.026246182,0.014610434,-0.012222907,0.053879409,0.028379401,-0.066119287,0.108375507,0.035341657,0.090152552
OR5F1_338674.,0.074193405,-0.001103377,0.150046095,0.051254702,0.072558037,-0.061668004,-0.042102532,-0.029076172,0.077659346,0.079026046,0.136957431,0.092512951,0.180542619,0.195451891
OR5H1_26341.,-0.041916571,-0.019791285,-0.285726188,-0.212258937,-0.2833782,-0.084155393,-0.199059092,-0.101066154,-0.09317369,-0.177586882,-0.153981051,-0.209515934,-0.213693044,-0.207956855
OR5H14_403273.,0.139647137,0.038835535,0.082123029,0.048170962,0.126147059,-0.019627223,0.075690288,0.136503706,-0.057755494,0.06151801,0.108496436,0.047666363,0.090588559,0.114064787
OR5H15_403274.,0.027868809,-0.030903893,-0.046796673,-0.098437493,-0.180875292,-0.145822141,-0.09356214,0.02218951,-0.120761958,-0.07011952,-0.121943098,-0.110909188,-0.047245875,0.010020316
OR5H2_79310.,0.014148622,0.07453282,0.184395855,-0.058698042,-0.042070152,-0.065048338,-0.009571903,-0.079315006,-0.099477773,-0.07293116,-0.152588096,-0.197718793,-0.129531201,0.049040329
OR5H6_79295.,0.14246446,0.130396946,0.192743456,0.064504318,0.040670055,0.050679184,0.060542192,0.160512489,-0.013419104,0.109429578,0.090550671,-0.045564885,0.071678205,0.174543984
OR5I1_10798.,0.18925376,0.067143865,0.191916219,0.120623525,0.195592535,0.060669988,0.131007326,-0.061231954,0.076232526,0.149355331,0.266298149,0.144655468,-0.043720301,0.241251125
OR5J2_282775.,-0.019994819,-0.089674061,0.076728939,0.106183875,0.099048024,-0.005721831,0.007479081,-0.029626289,0.163554264,0.068846045,0.076566087,0.14883327,-0.007082189,0.176435003
OR5K1_26339.,0.036254077,-0.139475443,-0.18306882,-0.054573182,-0.222792648,-0.139456188,-0.03293458,-0.086355082,-0.104064707,-0.123786862,-0.260618737,-0.236929318,-0.082286945,-0.009678649
OR5K2_402135.,0.070374164,0.131926956,0.136234632,-0.039403881,0.076732931,0.033193131,-0.027692897,0.092681389,0.029581095,-0.059793333,0.184117941,0.037128306,0.115458914,0.16331566
OR5K3_403277.,-0.073763406,-0.069966443,-0.257028026,-0.096418192,-0.224560798,-0.177092902,-0.126765727,-0.136992413,-0.13151219,-0.198152063,-0.41877246,-0.149216195,0.005038839,-0.000938122
OR5K4_403278.,0.038893093,0.09889913,0.042956033,0.013457281,0.135013968,0.063782589,0.030804016,0.026811025,0.003415806,0.049074691,-0.133326689,0.068086928,-0.086923349,0.116133324
OR5L1_219437.,0.013922761,-0.038117741,0.001334874,-0.026675119,0.00329666,-0.011244097,-0.06684099,-0.003410977,-0.046048093,0.014563879,-0.101518991,-0.019238022,-0.086266165,0.038768991
OR5L2_26338.,-0.166490941,-0.258914861,-0.122223829,-0.331446054,-0.532132049,-0.072131751,-0.251266032,-0.35406329,-0.052451515,-0.306031849,-0.258488845,-0.225902942,-0.10425882,-0.115587184
OR5M1_390168.,0.087078591,0.059328643,0.042760482,0.06736659,-0.099257241,0.077371223,0.022857174,-0.095795469,0.050081213,0.013637432,0.142779607,0.05842492,0.149385627,0.225696892
OR5M10_390167.,0.137565362,0.015960576,0.024338042,0.176763988,0.152331434,0.209907375,0.089722377,-0.050974383,0.086539621,0.005674163,0.116360184,0.14409929,-0.031362348,0.196453069
OR5M11_219487.,-0.027266498,-0.00793185,-0.117236651,-0.077163603,-0.063109786,0.009518259,-0.042059914,-0.138514512,-0.093944173,-0.077745044,-0.055767337,-0.036208888,-0.231016692,-0.037380082
OR5M3_219482.,0.146339907,-0.041921911,-0.150039658,-0.00177365,0.055489743,-0.026948552,0.033753346,0.021219227,0.120389073,0.040237203,0.110514961,0.24308452,-0.026510728,0.100260738
OR5M8_219484.,0.164111413,-0.050634678,0.003355103,0.130053437,0.082227555,0.089996734,0.083866825,-0.003401851,0.064196733,0.044422042,0.016090125,0.185066393,0.070700103,0.084840904
OR5M9_390162.,-0.002601391,-0.008177837,0.204908172,0.02109779,-0.032792011,0.115222196,-0.002556079,0.012919158,0.037515952,0.006890919,-0.032495004,0.108277541,0.012330133,0.091088665
OR5P2_120065.,-0.043065084,0.009936068,-0.053083472,0.051499463,-0.116985736,-0.038436924,0.075360742,0.035469079,-0.01159334,0.108992588,0.042142156,0.030738762,0.075593141,-0.075100166
OR5P3_120066.,0.219861844,0.192494319,0.327184529,0.106764843,0.134774898,0.175969416,0.169275076,0.156505709,0.079872204,0.152922712,0.209991179,0.206002904,0.011391472,0.087613966
OR5R1_219479.,0.161683298,0.094695558,0.215902731,0.064629457,0.153469519,0.111985887,0.07886845,0.006249036,0.088788658,0.030219363,0.188903953,0.139545924,0.0807106,0.068451075
OR5T1_390155.,0.083414054,0.018798545,0.203218779,0.073981588,0.145415128,0.042232917,0.136160976,-0.036949603,0.088685045,0.071959464,0.091521982,0.014670674,0.078075858,0.149302781
OR5T2_219464.,0.042540466,-0.067059588,0.236111675,0.095102221,0.084644666,0.114209376,0.002871515,-0.13425133,0.09480939,-0.010423222,-0.059490077,0.147909199,-0.021908689,0.146959072
OR5T3_390154.,0.180570525,0.103018244,0.285155386,0.125110655,0.099145336,0.102894596,0.117583886,0.067078746,0.203046227,0.135744749,0.205564498,0.072394744,0.134495894,0.203342484
OR5V1_81696.,0.225312951,0.069914788,0.253605197,0.07451048,-0.004344648,0.069795671,0.099822567,0.090437885,0.191560237,0.027458797,0.081375421,-0.004702928,0.188986274,0.11667883
OR5W2_390148.,0.17892464,0.061648233,0.02211094,0.125802436,0.033511005,0.075456671,0.042684306,-0.015454328,0.066683396,0.050361136,0.118180414,0.131327631,0.071300078,0.030985971
OR6A2_8590.,-0.04488129,-0.115707644,-0.098528118,-0.053150111,-0.106321842,0.043231473,-0.007177475,-0.088230833,-0.098726154,0.07661627,-0.209833944,-0.260337223,-0.178919489,-0.169648316
OR6B1_135946.,-0.092905499,-0.037838653,-0.090800846,-0.054556719,-0.065780906,-0.065244901,-0.028356201,-0.115976328,0.086741366,0.021531694,0.046592588,-0.190485697,0.062482354,-0.163909041
OR6B2_389090.,-0.135553767,-0.208679306,0.254288017,-0.163359163,-0.03880296,0.044798543,-0.007083643,-0.390997004,-0.065196726,-0.207838666,-0.242512688,-0.150400253,0.007979897,0.023992278
OR6B3_150681.,-0.182606131,-0.127816992,0.010040225,-0.201016445,-0.073394119,0.008816614,0.001719917,-0.254227535,0.037690169,-0.151271635,-0.231637323,-0.039676573,-0.144382918,-0.031382379
OR6C1_390321.,-0.011234155,-0.085447557,0.160328602,0.022442701,0.069643311,0.20339233,-0.016122809,0.043505527,0.005774893,0.073257441,-0.062104001,-0.036394282,0.101844211,0.142135022
OR6C2_341416.,-0.035253751,-0.045525172,-0.257652228,0.005813916,-0.09272913,-0.054776183,-0.0490288,-0.040077594,-0.055069901,0.062079374,-0.136609696,0.073271974,0.018961075,-0.004965471
OR6C3_254786.,-0.118662163,-0.14787859,0.035630324,-0.163493203,-0.228232451,-0.008356409,0.001015636,-0.026733905,-0.088541861,0.022056085,-0.063814909,-0.013459503,-0.13762395,-0.045294973
OR6C4_341418.,-0.056069853,-0.07005915,-0.027091719,-0.060816402,-0.064397862,-0.005644623,-0.055743858,0.05433206,-0.05294482,0.123056399,-0.084297951,-0.04033753,-0.035586347,0.018206299
OR6C6_283365.,-0.278197137,-0.241460256,-0.595742918,-0.37628938,-0.433300817,-0.062061379,-0.390423362,-0.161191023,-0.15361278,-0.26349599,-0.323097269,-0.287221361,-0.10887574,-0.48286953
OR6C65_403282.,0.017967518,-0.01421444,0.23825208,-0.046120076,0.030207179,0.075174187,0.025296142,-0.024390365,0.043795646,0.079807274,-0.027763607,0.056400572,0.018004357,0.09955038
OR6C68_403284.,0.127428142,-0.026209002,0.261699718,0.062241664,0.063960695,0.146943077,0.043207435,0.04940396,0.172552466,0.18281618,-0.065816269,0.011863435,0.073686548,0.164638185
OR6C70_390327.,-0.194431525,-0.078979272,-0.082291008,-0.054100337,0.004440823,0.103067782,-0.101558085,0.026637942,0.063162369,0.077710553,-0.098533681,-0.043069656,0.044372592,0.021479742
OR6C74_254783.,0.068059624,-0.066332926,0.256608555,0.079127026,0.009737671,0.079073512,0.079245316,0.09244241,0.092881958,0.051479848,-0.010148272,-0.078388674,-0.081438931,0.053237494
OR6C75_390323.,-0.042859279,-0.178555758,-0.089458158,-0.059937973,-0.268223027,0.086801291,-0.085326209,-0.004445602,-0.001331252,0.119126255,-0.002719671,0.093684694,-0.061054413,0.058857334
OR6C76_390326.,-0.043629086,-0.129494033,-0.043063483,-0.028993197,0.021350264,-0.001898342,-0.017994074,-0.007111028,0.026541602,0.039583721,-0.175921776,-0.069185783,-0.044051751,-0.012603205
OR6F1_343169.,-0.070838925,0.033272054,-0.350651901,-0.01457833,-0.05617336,-0.070074149,-0.243977034,0.021044698,-0.043211643,0.006073264,-0.230502066,-0.141187452,0.204452921,-0.162526893
OR6K2_81448.,-0.216293674,-0.062533832,-0.301719971,0.007680406,-0.005343746,-0.088293162,0.032055831,0.003158926,-0.052554946,-0.007367656,-0.018466178,-0.185329259,-0.013131945,-0.023793263
OR6K3_391114.,-0.082860185,-0.075124911,-0.135513814,-0.076304086,0.090601572,-0.074099874,0.027254589,-0.031685966,0.026766165,-0.043161739,-0.112466986,-0.027463607,-0.115463679,-0.007628919
OR6K6_128371.,-0.230387071,-0.155588028,-0.103008289,-0.084664391,-0.084031064,-0.20006483,-0.010424647,0.045139458,-0.05806207,-0.06395002,-0.153130202,0.063577897,-0.118698258,-0.078976495
OR6M1_390261.,0.016302848,-0.006749047,0.031634119,-0.008439607,-0.023806068,0.024716564,0.068721906,0.051513793,0.0151719,0.11346108,-0.007462143,0.029504258,0.142789891,-0.022468861
OR6N1_128372.,-0.01467351,-0.080385323,0.102617153,-0.017928097,0.047790915,0.069592393,0.144012312,0.000700428,0.049079889,0.01562053,-0.093213416,0.049772713,0.061932206,0.063509324
OR6N2_81442.,-0.034197836,-0.057950292,0.118835712,-0.000106127,-0.059339664,0.005331496,0.105886246,0.067427835,0.038085427,0.092327014,-0.076610702,-0.082886961,0.064835081,0.002649495
OR6P1_128366.,0.011653369,-0.14081392,0.354954734,0.055913797,0.036916147,-0.179348644,0.041464086,0.110553444,-0.029235765,0.068118144,0.030431255,0.032107286,0.046780965,0.025049212
OR6Q1_219952.,-0.024486481,-0.008214904,0.387908943,0.090106328,-0.025656581,0.062902126,-0.05664724,0.067133128,-0.049010496,0.023649581,-0.159177056,0.155212568,0.205533587,-0.00535379
OR6S1_341799.,0.073858704,-0.00979471,0.161884464,0.093291602,0.086443952,-0.043108029,-0.021575178,0.076651953,-0.039615522,-0.066317718,0.093458557,-0.024868088,-0.113024643,0.121025906
OR6T1_219874.,-0.011608659,0.085010627,0.190218483,-0.037984288,-0.146495477,0.073523121,0.123171925,0.07373421,0.029941662,0.113341429,0.12675509,-0.064488363,-0.042216735,0.017167968
OR6V1_346517.,-0.08904628,0.034513685,0.263154855,-0.054781232,-0.076501063,0.018062467,0.000409901,-0.039142758,0.028425294,0.123849851,-0.067370153,-0.035079704,0.113281789,-0.097997055
